Município;UF;Empresa;Porte da Prestadora;Código IBGE 
João Pessoa;PB;VIVO;Grande Porte;2507507
Santa Rita;PB;VIVO;Grande Porte;2513703
Santa Rita;PB;VIVO;Grande Porte;2513703
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
Patos;PB;VIVO;Grande Porte;2510808
Cabedelo;PB;VIVO;Grande Porte;2503209
Cabedelo;PB;VIVO;Grande Porte;2503209
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
Patos;PB;VIVO;Grande Porte;2510808
Patos;PB;VIVO;Grande Porte;2510808
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
Cabedelo;PB;VIVO;Grande Porte;2503209
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
Santa Rita;PB;VIVO;Grande Porte;2513703
Santa Rita;PB;VIVO;Grande Porte;2513703
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
Cabedelo;PB;VIVO;Grande Porte;2503209
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
Santa Rita;PB;VIVO;Grande Porte;2513703
Bayeux;PB;VIVO;Grande Porte;2501807
Bayeux;PB;VIVO;Grande Porte;2501807
Cabedelo;PB;VIVO;Grande Porte;2503209
Cabedelo;PB;VIVO;Grande Porte;2503209
Cajazeiras;PB;VIVO;Grande Porte;2503704
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
Conde;PB;VIVO;Grande Porte;2504603
Guarabira;PB;VIVO;Grande Porte;2506301
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
Patos;PB;VIVO;Grande Porte;2510808
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
Cabedelo;PB;VIVO;Grande Porte;2503209
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
Patos;PB;VIVO;Grande Porte;2510808
Bayeux;PB;VIVO;Grande Porte;2501807
Campina Grande;PB;VIVO;Grande Porte;2504009
Guarabira;PB;VIVO;Grande Porte;2506301
João Pessoa;PB;VIVO;Grande Porte;2507507
Mamanguape;PB;VIVO;Grande Porte;2508901
Patos;PB;VIVO;Grande Porte;2510808
Sousa;PB;VIVO;Grande Porte;2516201
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
Cabedelo;PB;VIVO;Grande Porte;2503209
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
João Pessoa;PB;VIVO;Grande Porte;2507507
Santa Rita;PB;VIVO;Grande Porte;2513703
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
Campina Grande;PB;VIVO;Grande Porte;2504009
Cabedelo;PB;VIVO;Grande Porte;2503209
Campina Grande;PB;VIVO;Grande Porte;2504009
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
Campina Grande;PB;VIVO;Grande Porte;2504009
João Pessoa;PB;VIVO;Grande Porte;2507507
Boa Vista;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502151
Boa Vista;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502151
Santa Helena;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513307
Santa Helena;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513307
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
São Bento;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513901
Baraúna;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2501534
Alagoa Nova;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500403
São João do Rio do Peixe;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500700
São João do Rio do Peixe;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500700
São João do Rio do Peixe;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500700
Bernardino Batista;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502052
Bernardino Batista;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502052
Cabedelo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503209
Cabedelo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503209
Camalaú;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503902
Camalaú;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503902
Camalaú;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503902
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Congo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504702
Congo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504702
Cubati;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505006
Cubati;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505006
Cuité;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505105
Cuité;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505105
Guarabira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506301
Gurjão;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506509
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Junco do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507804
Junco do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507804
Junco do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507804
Junco do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507804
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Matinhas;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509339
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Nova Floresta;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510105
Nova Palmeira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510303
Nova Palmeira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510303
Olivedos;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510501
Pedra Lavrada;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511103
Pedra Lavrada;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511103
Pedra Lavrada;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511103
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Poço Dantas;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512036
Poço de José de Moura;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512077
Poço de José de Moura;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512077
Poço de José de Moura;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512077
Puxinanã;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512408
Joca Claudino;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513653
São José do Sabugi;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2514701
São José do Sabugi;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2514701
São Sebastião de Lagoa de Roça;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515104
São Sebastião de Lagoa de Roça;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515104
São Sebastião do Umbuzeiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515203
São Sebastião do Umbuzeiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515203
São Vicente do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515401
São Vicente do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515401
Serra Branca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515500
Soledade;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516102
Soledade;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516102
Soledade;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516102
Sossêgo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516151
Sossêgo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516151
Sossêgo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516151
Sossêgo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516151
Tenório;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516755
Tenório;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516755
Triunfo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516805
Triunfo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516805
Uiraúna;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516904
Uiraúna;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516904
Zabelê;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2517407
Boa Vista;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502151
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
São Bento;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513901
Baraúna;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2501534
Alagoa Nova;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500403
São João do Rio do Peixe;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500700
Bernardino Batista;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502052
Camalaú;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503902
Congo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504702
Cuité;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505105
Frei Martinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506202
Frei Martinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506202
Frei Martinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506202
Guarabira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506301
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Nova Palmeira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510303
Olivedos;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510501
Olivedos;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510501
Pedra Lavrada;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511103
Pedra Lavrada;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511103
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Puxinanã;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512408
Puxinanã;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512408
São Vicente do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515401
Sossêgo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516151
Tenório;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516755
Pocinhos;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512002
Puxinanã;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512408
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Várzea;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2517100
Bananeiras;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2501500
Camalaú;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503902
Camalaú;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503902
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Congo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504702
João Pessoa;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507507
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Junco do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507804
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Massaranduba;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509206
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Olivedos;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510501
Puxinanã;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512408
Queimadas;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512507
Remígio;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512705
São José do Sabugi;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2514701
São Sebastião do Umbuzeiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515203
São Vicente do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515401
Serra Branca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515500
Serra Branca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515500
Soledade;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516102
Soledade;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516102
Sumé;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516300
Tenório;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516755
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Baraúna;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2501534
Várzea;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2517100
Várzea;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2517100
São João do Rio do Peixe;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500700
Belém do Brejo do Cruz;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502003
Cajazeiras;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503704
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Conde;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504603
Esperança;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506004
Esperança;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506004
Guarabira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506301
Guarabira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506301
Guarabira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506301
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Junco do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507804
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Massaranduba;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509206
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Pirpirituba;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511806
Pombal;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512101
Queimadas;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512507
Queimadas;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512507
Queimadas;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512507
Joca Claudino;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513653
São Mamede;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2514909
Solânea;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516003
Soledade;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516102
Soledade;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516102
Sousa;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516201
Boa Vista;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502151
Boa Vista;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502151
Santa Helena;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513307
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Santa Luzia;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513406
Baraúna;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2501534
São João do Rio do Peixe;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500700
São João do Rio do Peixe;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500700
São João do Rio do Peixe;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2500700
Assunção;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2501351
Bananeiras;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2501500
Bernardino Batista;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2502052
Cabedelo;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503209
Camalaú;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2503902
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Campina Grande;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2504009
Cubati;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505006
Cubati;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505006
Cubati;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505006
Cuité;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505105
Cuité;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505105
Cuité;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2505105
Esperança;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506004
Esperança;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506004
Esperança;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506004
Esperança;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506004
Frei Martinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506202
Guarabira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2506301
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Juazeirinho;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507705
Junco do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507804
Junco do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2507804
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Lagoa Seca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2508307
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Monteiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2509701
Nova Floresta;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510105
Nova Palmeira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510303
Nova Palmeira;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2510303
Pedra Lavrada;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511103
Pedra Lavrada;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511103
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Picuí;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2511400
Pocinhos;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512002
Pocinhos;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512002
Poço Dantas;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512036
Poço de José de Moura;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512077
Pombal;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512101
Queimadas;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512507
Rio Tinto;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2512903
Joca Claudino;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2513653
São José do Sabugi;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2514701
São José do Sabugi;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2514701
São José do Sabugi;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2514701
São José do Sabugi;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2514701
São Sebastião de Lagoa de Roça;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515104
São Sebastião de Lagoa de Roça;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515104
São Sebastião do Umbuzeiro;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515203
São Vicente do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515401
São Vicente do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515401
São Vicente do Seridó;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515401
Serra Branca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515500
Serra Branca;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2515500
Solânea;PB;Proxxima Telecomunicacoes S.a.;Pequeno Porte;2516003
